time,t2m,u10,v10,SST,SIC,r1_MAR,r2_MAR,r3_MAR,r4_MAR,r5_MAR
2013-01-01,-21.92693125626548,-0.9739935626104376,3.149093653775072,-1.6905107319200852,90.74570971797814,0.0345365151682178,0.03334509210234,0.0,0.0,0.0
2013-01-02,-23.6961947187435,-6.502907709842319,2.4948936062963085,-1.6905107319200852,88.50297994135497,0.0345271287431404,0.033326095852561,0.0,0.0,0.0
2013-01-03,-25.64402653532312,-3.55741146266294,1.0254857276328693,-1.689860434103764,88.734090839417,0.0345231887020154,0.0333209425659343,0.0,0.0,0.0
2013-01-04,-23.56688660025614,-1.8880747886393323,-3.486121853684402,-1.6905107319200852,89.14957626975811,0.0345085281352291,0.0333061177014262,0.0,0.0,0.0
2013-01-05,-22.897768399829403,-2.7488438653980123,-3.491206310011957,-1.689860434103764,91.61395504358136,0.0344923109680408,0.0332901264557072,0.0,0.0,0.0
2013-01-06,-22.690464908286145,-2.423417620894408,-4.091172156663468,-1.689860434103764,91.94794958431568,0.0344790826614824,0.0332773181539602,0.0,0.0,0.0
2013-01-07,-23.334952990905748,-3.324170809605749,-2.545497433086698,-1.689860434103764,93.2164549189518,0.035187886068621,0.0339642740473997,0.0,0.0,0.0
2013-01-08,-26.60460112980076,-4.69473731376086,0.4170457871021025,-1.689860434103764,94.0389624522394,0.1398432224499205,0.1351031373794625,0.0,0.0,0.0
2013-01-09,-29.55816275683773,-2.837697447515037,4.954075650057151,-1.689860434103764,93.51379899353766,0.5039864291741407,0.4870115859275275,0.0,0.0,0.0
2013-01-10,-24.500778567109364,-3.0465033654900457,7.850520937987737,-1.689860434103764,88.08040352941171,0.6702240712876427,0.6476637131021836,0.0,0.0,0.0
2013-01-11,-26.29056712776,1.4117251172316838,4.42020773566386,-1.6905107319200852,88.947260685423,0.7200451862295162,0.6958109346913597,0.0,0.0,0.0
2013-01-12,-21.57595207751405,-3.1786730688891205,6.753973190011676,-1.689860434103764,86.84986892811185,0.6632177774502072,0.6408923108922138,0.0,0.0,0.0
2013-01-13,-22.65967726102727,-4.180497207258577,5.9658824592406265,-1.689860434103764,91.84430135736932,0.6586345884156839,0.6364568858186496,0.0,0.0,0.0
2013-01-14,-24.020491269870572,-7.505842517988238,4.471052298939412,-1.689860434103764,92.16783577468208,0.7291840946874606,0.7046359957767075,0.0,0.0,0.0
2013-01-15,-25.36283269035852,-8.672045783274191,6.664147794891534,-1.689860434103764,89.98347015859692,0.7385864018390783,0.7137224025852499,0.0,0.0,0.0
2013-01-16,-23.90144570046948,-9.08188293078897,6.135364336825798,-1.6905107319200852,85.36989168453213,0.7392601332428462,0.7143735155151943,0.0,0.0,0.0
2013-01-17,-24.515146135830207,-10.412465322991418,3.930405109442713,-1.689860434103764,86.73377775352564,0.7396016842119923,0.7147035633900165,0.0,0.0,0.0
2013-01-18,-27.14235870192286,-3.2453132554768893,5.016783944763665,-1.689860434103764,89.01177361853831,0.7396432574611097,0.7147528175268142,0.0,0.0,0.0
2013-01-19,-27.8771572165019,-1.4193721429720254,3.0474045272239696,-1.689860434103764,86.47745583081716,0.7398806109527732,0.7150047608938773,0.0,0.0,7.672609664790647e-08
2013-01-20,-27.53438807701949,-3.153127664030476,5.145590171728395,-1.689860434103764,93.15234686130624,0.739593496290016,0.714727321978626,0.0,0.0,1.8645999686505662e-08
2013-01-21,-26.756486856278,-3.51409534138089,2.745726785122363,-1.689860434103764,86.27673372514438,0.7390561880388029,0.7142080605288349,0.0,0.0,8.640961009830134e-08
2013-01-22,-22.856718203484206,-7.589142751222949,3.2423086864469166,-1.689860434103764,85.84295049739262,0.7392227873723034,0.7143690443411648,0.0,0.0,1.2019591403089585e-07
2013-01-23,-19.248405944741336,-10.445785416285302,2.4559127744517184,-1.689860434103764,84.29043146804176,0.7389768201990148,0.7141313300079962,0.0,0.0,0.0
2013-01-24,-19.796426065949703,-9.202945936423417,5.1099989774355095,-1.689860434103764,88.635812431033,0.7385276330739391,0.7136833494996374,0.0,0.0,0.0
2013-01-25,-23.72903487581965,-9.239598039046689,7.159034877440236,-1.689860434103764,87.13177031781092,0.7381523014438325,0.7133164733236055,0.0,0.0,0.0
2013-01-26,-23.757770013261307,-7.450309029165098,4.69646319612769,-1.689860434103764,87.97747626059646,0.7372533544394918,0.712434135965817,0.0,0.0,0.0
2013-01-27,-27.156726270643677,-5.619925237554383,5.29812386155505,-1.689860434103764,85.98190374823396,0.7374145202076052,0.712589886724425,0.0,0.0,0.0
2013-01-28,-27.138253682288337,-1.4793483109010173,3.3134910750326885,-1.689860434103764,82.85583658016787,0.7371665975101878,0.7123502937052906,0.0,0.0,0.0
